gyro_xout,gyro_yout,gyro_zout,accel_xout,accel_yout,accel_zout
-67.0000,34.0000,53.0000,0.0259,-0.0061,0.9775
-55.0000,27.0000,97.0000,0.0217,-0.0129,0.9734
-55.0000,17.0000,66.0000,0.0203,-0.0029,0.9724
-44.0000,23.0000,80.0000,0.0208,-0.0078,0.9668
-59.0000,28.0000,60.0000,0.0193,-0.0115,0.9695
-57.0000,7.0000,65.0000,0.0020,-0.0037,0.9707
-73.0000,33.0000,74.0000,0.0193,-0.0093,0.9702
-37.0000,26.0000,49.0000,0.0251,-0.0081,0.9756
-58.0000,-7.0000,81.0000,0.0132,-0.0093,0.9775
-71.0000,29.0000,73.0000,0.0205,-0.0073,0.9663
-34.0000,-250.0000,88.0000,0.0210,-0.0078,0.9805
-54.0000,7.0000,98.0000,0.0164,-0.0029,0.9768
-70.0000,37.0000,69.0000,0.0144,-0.0112,0.9722
-59.0000,24.0000,36.0000,0.0193,-0.0100,0.9719
-58.0000,21.0000,39.0000,0.0215,-0.0046,0.9778
-74.0000,24.0000,85.0000,0.0159,-0.0076,0.9766
-61.0000,24.0000,68.0000,0.0237,-0.0122,0.9785
-82.0000,18.0000,45.0000,0.0205,-0.0098,0.9719
-55.0000,29.0000,55.0000,0.0217,-0.0061,0.9763
-67.0000,16.0000,64.0000,0.0178,-0.0015,0.9756
-72.0000,9.0000,64.0000,0.0269,-0.0107,0.9714
-66.0000,15.0000,41.0000,0.0227,-0.0022,0.9753
-55.0000,-6.0000,69.0000,0.0156,-0.0090,0.9778
-54.0000,20.0000,94.0000,0.0176,-0.0002,0.9763
-61.0000,0.0000,57.0000,0.0181,-0.0046,0.9802
-76.0000,41.0000,69.0000,0.0215,-0.0042,0.9800
-46.0000,20.0000,87.0000,0.0220,-0.0071,0.9729
-71.0000,29.0000,58.0000,0.0012,-0.0027,0.9734
-58.0000,12.0000,87.0000,0.0203,-0.0103,0.9714
-67.0000,53.0000,32.0000,0.0159,-0.0049,0.9778
-43.0000,20.0000,66.0000,0.0188,-0.0078,0.9746
-61.0000,5.0000,55.0000,0.0305,-0.0037,0.9771
-39.0000,20.0000,79.0000,0.0215,-0.0051,0.9817
